SeniorCitizen,tenure,MonthlyCharges,TotalCharges,IsNewCustomer,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,HighMonthlyCharges,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4+yr,CustomerValue,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4+yr,AvgMonthlySpend,Churn
1,5,69.35,341.6,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,346.75,False,False,False,56.93333333333334,0
0,5,80.6,415.55,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,False,False,False,403.0,False,False,False,69.25833333333334,1
0,51,110.05,5686.4,0,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,1,False,False,True,5612.55,False,False,True,109.35384615384615,0
0,71,19.9,1355.1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,False,False,True,1412.8999999999999,False,False,True,18.820833333333333,0
0,38,80.3,3058.65,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,1,False,True,False,3051.4,False,True,False,78.42692307692307,1
1,24,93.15,2231.05,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,True,False,False,2235.6000000000004,True,False,False,89.242,1
0,35,91.5,3236.35,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,1,False,True,False,3202.5,False,True,False,89.89861111111111,0
1,54,82.45,4350.1,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,1,False,False,True,4452.3,False,False,True,79.09272727272727,1
0,72,60.0,4264.0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,False,False,True,4320.0,False,False,True,58.41095890410959,0
0,1,44.8,44.8,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,44.8,False,False,False,22.4,0
0,9,48.6,422.3,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,437.40000000000003,False,False,False,42.230000000000004,0
0,69,60.05,4176.7,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0,False,False,True,4143.45,False,False,True,59.667142857142856,0
0,52,102.7,5138.1,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,1,False,False,True,5340.400000000001,False,False,True,96.94528301886793,0
1,11,82.9,880.05,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,False,False,False,911.9000000000001,False,False,False,73.33749999999999,0
1,2,70.35,139.05,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,140.7,False,False,False,46.35,1
1,28,35.9,973.65,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,False,True,False,1005.1999999999999,False,True,False,33.574137931034485,0
1,17,82.65,1470.05,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1,True,False,False,1405.0500000000002,True,False,False,81.66944444444444,0
0,35,19.85,739.35,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,False,True,False,694.75,False,True,False,20.5375,0
0,8,19.2,161.95,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,False,False,False,153.6,False,False,False,17.994444444444444,0
0,46,94.9,4422.95,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,1,False,True,False,4365.400000000001,False,True,False,94.10531914893616,0
0,7,73.85,511.25,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,False,False,False,516.9499999999999,False,False,False,63.90625,1
0,2,80.6,155.8,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,161.2,False,False,False,51.93333333333334,1
0,68,75.8,5293.95,0,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,1,False,False,True,5154.4,False,False,True,76.72391304347826,1
0,43,104.6,4759.85,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,1,False,True,False,4497.8,False,True,False,108.1784090909091,1
0,68,88.15,6148.45,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,1,False,False,True,5994.200000000001,False,False,True,89.10797101449275,0
0,36,94.8,3565.65,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,1,False,True,False,3412.7999999999997,False,True,False,96.36891891891892,0
0,63,103.4,6603.0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,False,False,True,6514.200000000001,False,False,True,103.171875,1
1,32,54.65,1830.1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,True,False,1748.8,False,True,False,55.45757575757575,0
0,71,85.75,6223.8,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,False,False,True,6088.25,False,False,True,86.44166666666666,0
0,66,67.45,4508.65,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,True,4451.7,False,False,True,67.29328358208954,0
0,63,20.5,1328.15,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,False,False,True,1291.5,False,False,True,20.75234375,0
0,41,20.25,865.0,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,False,True,False,830.25,False,True,False,20.595238095238095,0
1,1,72.1,72.1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,False,False,False,72.1,False,False,False,36.05,0
0,2,90.4,168.2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,False,False,False,180.8,False,False,False,56.06666666666666,1
0,70,19.45,1303.5,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,False,False,True,1361.5,False,False,True,18.359154929577464,0
0,23,44.95,996.85,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,True,False,False,1033.8500000000001,True,False,False,41.53541666666667,0
1,64,97.0,6430.9,0,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,1,False,False,True,6208.0,False,False,True,98.93692307692307,0
0,37,62.8,2278.75,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0,False,True,False,2323.6,False,True,False,59.9671052631579,0
0,17,44.6,681.4,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,758.2,True,False,False,37.855555555555554,0
1,7,89.15,574.35,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,False,False,False,624.0500000000001,False,False,False,71.79375,0
0,4,84.8,371.9,1,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,339.2,False,False,False,74.38,1
1,21,41.9,840.1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,True,False,False,879.9,True,False,False,38.18636363636364,1
0,10,80.25,846.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,False,False,False,802.5,False,False,False,76.9090909090909,1
1,16,54.1,889.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,True,False,False,865.6,True,False,False,52.294117647058826,0
0,64,105.25,6823.4,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,1,False,False,True,6736.0,False,False,True,104.97538461538461,0
1,27,30.75,805.1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,830.25,False,True,False,28.75357142857143,1
0,42,97.1,4016.75,0,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,1,False,True,False,4078.2,False,True,False,93.41279069767442,0
0,5,20.2,83.75,1,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,False,False,False,101.0,False,False,False,13.958333333333334,0
0,41,98.8,3959.15,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,1,False,True,False,4050.7999999999997,False,True,False,94.26547619047619,0
0,58,50.3,2878.55,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,False,False,True,2917.3999999999996,False,False,True,48.78898305084746,0
0,47,20.55,945.7,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,False,True,False,965.85,False,True,False,19.702083333333334,0
0,18,75.9,1373.05,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,True,False,False,1366.2,True,False,False,72.26578947368421,0
0,5,96.5,492.55,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1,False,False,False,482.5,False,False,False,82.09166666666667,1
0,23,59.95,1406.0,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,True,False,False,1378.8500000000001,True,False,False,58.583333333333336,0
0,1,19.15,19.15,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,False,False,False,19.15,False,False,False,9.575,0
0,71,98.65,6962.85,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,1,False,False,True,7004.150000000001,False,False,True,96.70625000000001,0
0,72,112.6,8126.65,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,False,False,True,8107.2,False,False,True,111.32397260273972,0
0,33,20.6,690.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,False,True,False,679.8000000000001,False,True,False,20.301470588235293,0
0,2,85.65,181.5,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,False,False,False,171.3,False,False,False,60.5,1
0,24,35.75,830.8,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,True,False,False,858.0,True,False,False,33.232,0
0,56,99.75,5608.4,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,1,False,False,True,5586.0,False,False,True,98.39298245614034,0
0,37,96.1,3646.8,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,1,False,True,False,3555.7,False,True,False,95.96842105263158,0
0,43,85.1,3662.25,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,1,False,True,False,3659.2999999999997,False,True,False,83.23295454545455,0
0,1,25.35,25.35,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,25.35,False,False,False,12.675,0
0,25,104.95,2566.5,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,False,True,False,2623.75,False,True,False,98.71153846153847,1
0,61,89.65,5308.7,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,1,False,False,True,5468.650000000001,False,False,True,85.6241935483871,0
0,17,86.75,1410.25,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,1,True,False,False,1474.75,True,False,False,78.34722222222223,0
0,41,86.2,3339.05,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,1,False,True,False,3534.2000000000003,False,True,False,79.50119047619049,0
0,1,50.65,50.65,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,50.65,False,False,False,25.325,1
1,72,64.8,4732.35,0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,False,False,True,4665.599999999999,False,False,True,64.82671232876713,0
0,1,90.85,90.85,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1,False,False,False,90.85,False,False,False,45.425,1
0,48,108.1,5067.45,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1,False,True,False,5188.799999999999,False,True,False,103.41734693877551,0
1,11,19.95,214.75,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,False,False,False,219.45,False,False,False,17.895833333333332,1
1,55,85.45,4874.7,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,False,False,True,4699.75,False,False,True,87.04821428571428,1
0,42,54.75,2348.45,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0,False,True,False,2299.5,False,True,False,54.61511627906976,0
0,44,90.4,4063.0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1,False,True,False,3977.6000000000004,False,True,False,90.28888888888889,0
0,1,44.0,44.0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,44.0,False,False,False,22.0,0
0,27,95.6,2595.25,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,1,False,True,False,2581.2,False,True,False,92.6875,0
1,27,84.8,2309.55,0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,False,True,False,2289.6,False,True,False,82.48392857142858,0
1,2,44.3,89.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,88.6,False,False,False,29.766666666666666,0
0,19,19.9,367.55,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,True,False,False,378.09999999999997,True,False,False,18.3775,0
1,42,95.05,3944.5,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,False,True,False,3992.1,False,True,False,91.73255813953489,0
0,66,90.05,5965.95,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,False,False,True,5943.3,False,False,True,89.04402985074627,0
1,33,109.9,3694.7,0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,False,True,False,3626.7000000000003,False,True,False,108.66764705882352,0
0,34,73.95,2524.45,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,True,False,2514.3,False,True,False,72.12714285714286,1
1,33,54.6,1803.7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,False,True,False,1801.8,False,True,False,53.050000000000004,0
0,23,20.05,415.1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,True,False,False,461.15000000000003,True,False,False,17.295833333333334,0
0,32,19.75,624.15,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,False,True,False,632.0,False,True,False,18.913636363636364,0
0,11,20.05,237.7,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,False,False,False,220.55,False,False,False,19.808333333333334,0
0,69,99.45,7007.6,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1,False,False,True,6862.05,False,False,True,100.10857142857144,1
0,68,55.9,3848.8,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,False,False,True,3801.2,False,False,True,55.77971014492754,0
0,20,19.7,419.4,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,True,False,False,394.0,True,False,False,19.97142857142857,0
0,72,19.8,1468.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,False,False,True,1425.6000000000001,False,False,True,20.11986301369863,0
0,60,95.4,5812.0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,1,False,False,True,5724.0,False,False,True,95.27868852459017,0
1,32,93.95,2861.45,0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1,False,True,False,3006.4,False,True,False,86.71060606060605,0
0,1,19.9,19.9,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,False,False,False,19.9,False,False,False,9.95,1
0,1,19.6,19.6,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,False,False,False,19.6,False,False,False,9.8,1
1,3,81.35,233.7,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,False,False,False,244.04999999999998,False,False,False,58.425,1
0,46,24.45,1066.15,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,False,True,False,1124.7,False,True,False,22.684042553191492,0
0,29,74.95,2149.05,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,False,True,False,2173.55,False,True,False,71.635,0
0,51,87.35,4473.0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,1,False,False,True,4454.849999999999,False,False,True,86.01923076923077,0
1,48,70.65,3545.05,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,True,False,3391.2000000000003,False,True,False,72.34795918367347,0
0,16,73.25,1195.75,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True,False,False,1172.0,True,False,False,70.33823529411765,0
0,70,98.7,6858.9,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,1,False,False,True,6909.0,False,False,True,96.60422535211266,0
0,40,24.8,1024.7,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,False,True,False,992.0,False,True,False,24.992682926829268,0
0,22,83.3,1845.9,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,True,False,False,1832.6,True,False,False,80.25652173913043,1
1,1,75.3,75.3,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,75.3,False,False,False,37.65,1
0,5,24.3,132.25,1,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,False,False,False,121.5,False,False,False,22.041666666666668,0
0,7,69.85,515.45,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,488.94999999999993,False,False,False,64.43125,0
0,29,100.55,2830.45,0,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,1,False,True,False,2915.95,False,True,False,94.34833333333333,0
0,44,25.7,1110.5,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,False,True,False,1130.8,False,True,False,24.677777777777777,0
0,10,40.7,449.3,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,407.0,False,False,False,40.845454545454544,0
1,55,51.65,2838.55,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,2840.75,False,False,True,50.68839285714286,0
1,52,105.1,5376.4,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,1,False,False,True,5465.2,False,False,True,101.44150943396225,0
0,10,85.95,858.6,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,False,False,False,859.5,False,False,False,78.05454545454546,0
0,18,75.6,1395.05,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,True,False,False,1360.8,True,False,False,73.42368421052632,0
0,68,58.25,3975.7,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,False,False,True,3961.0,False,False,True,57.618840579710145,0
0,61,19.4,1182.55,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,False,False,True,1183.3999999999999,False,False,True,19.073387096774194,1
0,72,65.2,4784.45,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,False,False,True,4694.400000000001,False,False,True,65.5404109589041,0
0,2,53.45,119.5,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,106.9,False,False,False,39.833333333333336,0
0,12,45.4,518.9,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,544.8,False,False,False,39.91538461538461,1
0,41,19.75,899.45,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,0,False,True,False,809.75,False,True,False,21.41547619047619,0
0,26,44.45,1183.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,0,False,True,False,1155.7,False,True,False,43.84444444444444,0
0,36,20.85,720.05,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,False,True,False,750.6,False,True,False,19.46081081081081,0
0,72,114.05,8468.2,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,False,False,True,8211.6,False,False,True,116.00273972602741,0
0,35,89.85,3161.2,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,False,True,False,3144.75,False,True,False,87.8111111111111,0
0,1,55.05,55.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,55.05,False,False,False,27.525,0
0,16,112.95,1882.55,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1,True,False,False,1807.2,True,False,False,110.73823529411764,0
1,49,101.55,5070.4,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1,False,False,True,4975.95,False,False,True,101.40799999999999,0
0,54,114.65,6049.5,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,1,False,False,True,6191.1,False,False,True,109.99090909090908,0
0,18,64.8,1166.7,0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,True,False,False,1166.3999999999999,True,False,False,61.40526315789474,0
0,36,80.4,2937.65,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,False,True,False,2894.4,False,True,False,79.39594594594595,0
0,60,105.9,6396.45,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,False,False,True,6354.0,False,False,True,104.85983606557377,1
0,1,69.55,69.55,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,69.55,False,False,False,34.775,1
0,52,25.05,1270.25,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,False,False,True,1302.6000000000001,False,False,True,23.96698113207547,0
0,8,94.75,759.55,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,False,False,False,758.0,False,False,False,84.39444444444445,0
0,72,105.5,7611.55,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1,False,False,True,7596.0,False,False,True,104.26780821917808,0
0,64,24.7,1642.75,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,False,False,True,1580.8,False,False,True,25.273076923076925,0
1,22,69.75,1545.4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0,True,False,False,1534.5,True,False,False,67.19130434782609,0
0,60,60.2,3582.4,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,False,False,True,3612.0,False,False,True,58.72786885245902,0
0,28,81.05,2227.1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,False,True,False,2269.4,False,True,False,76.79655172413793,1
